id,name,about,name_trans,about_trans
S_FZXY,防灾科技学院,防灾科技学院隶属于中国地震局，被国务院学位委员会列为“服务国家特殊需求人才培养项目”试点工作单位；被教育部批准为“卓越工程师教育培养计划”工作单位。是中国仅有的以防灾减灾高等教育为主、学科门类齐全的综合性全日制普通高等本科院校。,institute of disaster prevention technology,the institute of disaster prevention science and technology is affiliated to the china earthquake administration and has been listed as a pilot unit of the talent training project to serve the national special needs by the academic degrees committee of the state council it has been approved by the ministry of education as a unit of the excellent engineer education and training program it is the only comprehensive full time general undergraduate institution in china that focuses on higher education in disaster prevention and reduction and has a full range of disciplines
S_shsmu,上海交通大学,上海交通大学（Shanghai Jiao Tong University）简称“上海交大”，位于上海市，是由中华人民共和国教育部直属、中央直管副部级建制的全国重点大学，是中国历史最悠久、享誉海内外的著名高等学府之一，位列“985工程”、“211工程”、“世界一流大学建设高校”，为九校联盟、中国大学校长联谊会、Universitas 21、21世纪学术联盟、国际应用科技开发协作网、新工科教育国际联盟重要成员，入选“珠峰计划”、“111计划”、“2011计划”、卓越医生教育培养计划、卓越法律人才教育培养计划、卓越工程师教育培养计划、卓越农林人才教育培养计划、国家建设高水平大学公派研究生项目、中国政府奖学金来华留学生接收院校。,shanghai jiao tong university,shanghai jiao tong university referred to as shanghai jiao tong university is located in shanghai it is a national key university directly under the ministry of education of the peoples republic of china and established at the deputy ministerial level directly under the central government it is the oldest university in china and is well known at home and abroad one of the famous institutions of higher learning ranked among the 985 project 211 project and world class university construction universities and is a member of the nine university alliance china university presidents association universitas 21 21st century academic alliance and international applied technology development collaboration network an important member of the international alliance for new engineering education and was selected into the everest plan 111 plan 2011 plan outstanding doctor education and training plan outstanding legal talent education and training plan outstanding engineer education and training plan and outstanding agriculture and forestry talent education training programs nationally sponsored postgraduate programs for high level universities and institutions receiving chinese government scholarships for international students in china
S_YIT,燕京理工学院,燕京理工学院成立于2005年，是经教育部批准设立的全日制普通本科院校，其前身是北京化工大学北方学院。学校2012年获得学士学位授予权，2013年经教育部批准转设更名为燕京理工学院，2015年成为河北省首批转型发展试点高校，2016年入选河北省硕士学位授予立项建设单位。学校位于燕郊高新技术开发区。,yanjing institute of technology,yanjing institute of technology was established in 2005 it is a full time general undergraduate institution approved by the ministry of education its predecessor was the northern college of beijing university of chemical technology the school obtained the right to grant bachelors degrees in 2012 in 2013 it was transferred and renamed yanjing institute of technology with the approval of the ministry of education in 2015 it became the first batch of pilot universities for transformation and development in hebei province in 2016 it was selected as a construction unit for masters degree granting projects in hebei province the school is located in yanjiao high tech development zone
S_BFU,北京林业大学,北京林业大学（Beijing Forestry University）简称”北林“，教育部直属、教育部与国家林业局共建的全国重点大学，国家首批“211工程”重点建设高校、世界一流学科建设高校，入选985工程优势学科创新平台、卓越农林人才教育培养计划、“2011计划”、国家建设高水平大学公派研究生项目、中国政府奖学金来华留学生接收院校、国家大学生文化素质教育基地，商务部援外学历项目奖学金、北京市政府奖学金、北京市“一带一路”专项奖学金以及亚太森林组织奖学金项目院校，北京高科大学联盟、丝绸之路农业教育科技创新联盟创始成员，全国首批博士、硕士、学士学位授予单位，国务院学位委员会、教育部授权可自行审定教授任职资格的高校，国务院学位委员会授权一级学科内可自主设置博士、硕士二级学科及交叉学科的高校，设有研究生院和国家大学科技园，具备本科自主选拔录取资格。学校以生物学、生态学为基础，以林学、风景园林学、林业工程、农林经济管理为特色，农、理、工、管、经、文、法、哲、教、艺等多门类协调发展。,beijing forestry university,beijing forestry university referred to as beilin is a national key university directly under the ministry of education and jointly built by the ministry of education and the state forestry administration it is one of the first batch of national 211 project key construction universities and world class discipline construction universities and was selected into the 985 project innovation platform for superior disciplines education and training plan for outstanding agricultural and forestry talents 2011 plan public postgraduate program for national construction of high level universities chinese government scholarship receiving institutions for international students in china national college student cultural quality education base ministry of commerce foreign aid academic program scholarship beijing municipal government scholarship beijing belt and road special scholarship and asia pacific forest organization scholarship project institutions founding member of beijing high tech university alliance silk road agricultural education science and technology innovation alliance the first batch of doctoral masters and bachelors degree awarding units in the country universities authorized by the academic degrees committee of the state council and the ministry of education to determine the qualifications of professors on their own universities authorized by the academic degrees committee of the state council to independently set up second level doctoral and masters disciplines and interdisciplinary disciplines within the first level disciplines they have graduate schools and national university science and technology parks undergraduate independent selection admission qualifications the school is based on biology and ecology and features forestry landscape architecture forestry engineering and agricultural and forestry economic management it develops in a coordinated manner in agriculture science engineering management economics literature law philosophy education and arts 
S_AFEU,空军工程大学,中国人民解放军空军工程大学（Air Force Engineering University） 简称空工大，是在中央军委、空军党委领导下的高等军事院校，是一所融工、文、管、理、法、军等学科于一体的综合性全国重点大学，是全军重点建设的五所综合大学之一和对外开放院校，是军队“2110工程”重点建设院校之一，受空军和教育部双重领导，正军级编制。,air force engineering university,air force engineering university of the chinese peoples liberation army air force engineering university referred to as air force engineering university is a higher military institution under the leadership of the central military commission and the air force party committee it is a university that integrates engineering liberal arts management science law military and other disciplines it is a comprehensive national key university it is one of the five comprehensive universities and an open university in the military it is one of the key universities in the militarys 2110 project it is under the dual leadership of the air force and the ministry of education and has a military level establishment
S_XIYOU,西安邮电大学,西安邮电大学是陕西高水平大学建设高校、教育部“卓越工程师教育培养计划”实施高校、中国人民解放军后备军官选拔培养基地、全国首批试办边防军人子女预科班的高校、西北地区唯一承担亚太电信组织和东盟培训任务的高校。,xi'an university of posts and telecommunications,xian university of posts and telecommunications is a high level university construction university in shaanxi a university implementing the excellent engineer education and training plan of the ministry of education a reserve officer selection and training base for the chinese peoples liberation army one of the first universities in the country to trial preparatory classes for children of border guards and the only university in the northwest region that undertakes the asia pacific telecommunications organization and asean training mission for universities
S_HQU,华侨大学,华侨大学（Huaqiao University）直属中央统战部领导，是周恩来总理亲自批准设立的中央部属高校，中国第一所以“华侨”命名的高等学府，是国侨办与中央统战部、教育部、福建省共建的综合性大学，被中共中央确定为“国家重点扶植的大学”。,huaqiao university,huaqiao university is directly under the leadership of the united front work department of the cpc central committee it is a university affiliated to the central government and established with the personal approval of premier zhou enlai it is the first institution of higher learning named after huaqiao in china it is a joint venture between the overseas chinese affairs office of the state council the united front work department of the cpc central committee the ministry of education and the fujian provincial government it is a comprehensive university established by the central committee of the communist party of china and has been designated as a national key university
S_TsinghuaX,清华大学,清华大学（Tsinghua University），简称“清华”，由中华人民共和国教育部直属，中央直管副部级建制，位列“211工程”、“985工程”、“世界一流大学和一流学科”，入选“基础学科拔尖学生培养试验计划”、“高等学校创新能力提升计划”、“高等学校学科创新引智计划”，为九校联盟、中国大学校长联谊会、东亚研究型大学协会、亚洲大学联盟、环太平洋大学联盟、清华—剑桥—MIT低碳大学联盟成员，被誉为“红色工程师的摇篮”。,tsinghua university,tsinghua university referred to as tsinghua is directly under the ministry of education of the peoples republic of china and directly managed by the central government at the deputy ministerial level it is ranked among the 211 project 985 project world class universities and first class disciplines and was selected experimental plan for training top notch students in basic subjects innovation capacity improvement plan for colleges and universities and innovation and talent introduction plan for colleges and universities are supported by the nine university alliance china association of university presidents association of east asian research universities asian university alliance a member of the pacific rim university alliance and the tsinghua cambridge mit low carbon university alliance it is known as the cradle of red engineers
S_FJNU,福建师范大学,福建师范大学（Fujian Normal University）是福建省人民政府与中华人民共和国教育部共建高校，入选中国“2011计划”、“海外高层次人才引进计划”、“卓越教师培养计划”、“教育部来华留学示范基地”，福建省重点建设三所高水平大学之一、面向东南亚开展对外汉语教学培训基地、国家单独招收台湾学生试点学校、支持周边国家汉语教学重点学校、中国政府奖学金来华留学生接受院校、中国-东盟教育培训中心、教育部基础教育课程研究中心、“国培计划”示范性集中培训项目学校。,fujian normal university,fujian normal university is a university jointly established by the peoples government of fujian province and the ministry of education of the peoples republic of china it has been selected into chinas 2011 plan overseas high level talent introduction plan excellent teacher training plan and ministry of education demonstration base for studying in china one of the three key high level universities built in fujian province a training base for teaching chinese as a foreign language to southeast asia a national pilot school for independently recruiting taiwanese students supporting key chinese teaching schools in neighboring countries and accepting chinese government scholarships for international students in china institutions china asean education and training center basic education curriculum research center of the ministry of education and national training plan demonstration centralized training project school
S_WageningenX,瓦赫宁根大学,瓦格宁根大学（英文名：Wageningen University）是一所研究生命科学的著名高等学府，始建于1876年。瓦格宁根大学是世界百强名校之一，也是欧洲乃至全世界农业方向与生命科学最顶尖的研究型大学之一，其农业科学、生命科学、食品科学等在全球享有极高的声誉。瓦格宁根大学连续12年被Keuzegids评为荷兰最佳大学。,wageningen university,wageningen university english name wageningen university is a famous institution of higher learning that studies life sciences it was founded in 1876 wageningen university is one of the top 100 universities in the world and one of the top research universities in agriculture and life sciences in europe and even the world its agricultural sciences life sciences food sciences etc enjoy a high reputation around the world wageningen university has been voted the best university in the netherlands by keuzegids for 12 consecutive years
S_HLJUX,黑龙江大学,黑龙江大学是教育部与黑龙江省人民政府共建的有特色、高水平、现代化地方综合性大学，是国家国防科技工业局和黑龙江省共建高校，坐落于北国冰城哈尔滨。办学70多年以来，黑龙江大学在国家全球战略构架中，推进与服务中俄战略协作伙伴关系提升，强化俄语学科专业的优势地位和引领作用，实现人才培养方向、科学研究领域、对外交流合作和社会服务等多方位与俄罗斯对接，形成全国高校独树一帜的对俄办学特色。作为黑龙江省学科门类最全、专业覆盖最广、后发优势最强的综合性大学，黑龙江大学坚持以稳定规模、优化结构、提升质量、强化管理为主的发展道路，着力构建教学、科研和学科三位一体的内涵发展模式，整体办学水平、综合实力、核心竞争力和社会声誉显著提升。化学学科、材料学科、工程学科3个学科进入ESI全球排名前1%。在全国第四轮学科评估中，我校外国语言文学学科评为A类，哲学学科评为B+类，法学、中国语言文学、马克思主义理论、图书情报与档案管理4个学科评为B类，化学学科评为B-类，电子科学与技术、公共管理2个学科评为C+类，理论经济学、政治学、生物学、信息与通信工程4个学科评为C类，数学、生态学、控制科学与工程、计算机科学与技术、软件工程、化学工程与技术6个学科评为C-类，学科发展速度和整体实力居于省属高校前列。此外，学校连续多年进入全国高校百强行列，在《中国大学及学科专业评价报告》中跨入重点大学行列。,heilongjiang university,heilongjiang university is a distinctive high level modern local comprehensive university jointly built by the ministry of education and the peoples government of heilongjiang province it is a university jointly built by the state administration of science technology and industry for national defense and heilongjiang province it is located in the ice city of harbin in the north since its establishment more than 70 years ago heilongjiang university has promoted and served the improvement of china russia strategic partnership in the national global strategic framework strengthened the dominant position and leading role of the russian language major and realized the direction of talent training scientific research fields foreign exchanges and cooperation and social development services and other aspects are connected with russia forming a unique feature of running schools in russia among universities across the country as a comprehensive university with the most complete subject categories the widest professional coverage and the strongest latecomer advantage in heilongjiang province heilongjiang university adheres to a development path that focuses on stabilizing scale optimizing structure improving quality and strengthening management and strives to build teaching scientific research and the connotative development model of the trinity of disciplines has significantly improved the overall school running level comprehensive strength core competitiveness and social reputation the three disciplines of chemistry materials and engineering have entered the top 1 of esi global rankings in the fourth round of national subject evaluation the foreign language and literature disciplines of our school were rated as category a the philosophy discipline was rated as category b and the four disciplines of law chinese language and literature marxist theory library information and archives management were rated as category b the chemistry discipline is rated as b  the two disciplines of electronic science and technology and public administration are rated as c the four disciplines of theoretical economics political science biology and information and communication engineering are rated as c and mathematics ecology the six disciplines of control science and engineering computer science and technology software engineering and chemical engineering and technology are rated as c category the speed of discipline development and overall strength are at the forefront of provincial universities in addition the school has been ranked among the top 100 universities in the country for many years in a row and has entered the ranks of key universities in the evaluation report on chinese universities and disciplines
S_ZJUX,浙江大学,浙江大学（Zhejiang University），简称“浙大”，坐落于“人间天堂”杭州。前身是1897年创建的求是书院，是中国人自己最早创办的现代高等学府之一。1928年更名为国立浙江大学。中华民国时期，浙江大学在竺可桢老校长的带领下，崛起为民国最高学府之一，被英国学者李约瑟誉为“东方剑桥”，迎来了浙大百年历史上最辉煌的时期。竺可桢老校长也因其历史贡献，成为了浙大校史上最伟大的人，并确立“求是”校训和《浙江大学校歌》。,zhejiang university,zhejiang university referred to as zhejiang university is located in hangzhou the paradise on earth its predecessor was qiushi academy founded in 1897 it is one of the earliest modern institutions of higher learning founded by the chinese themselves in 1928 it was renamed national zhejiang university during the republic of china zhejiang university under the leadership of old president zhu kezhen rose to become one of the highest universities in the republic of china it was hailed as the cambridge of the east by the british scholar joseph needham ushering in the most glorious period in zhejiang universitys century old history old president zhu kezhen also became the greatest person in the history of zhejiang university because of his historical contribution and established the school motto of qiushi and the school song of zhejiang university
S_SCU,苏州大学,苏州大学（Soochow University），简称“苏大”，坐落于历史文化名城苏州，国家“211工程”重点建设高校，国家国防科技工业局和江苏省人民政府共建高校，国家“双一流”世界一流学科建设高校，全国博士研究生教育综合改革试点高校，江苏省属重点综合性大学，首批入选“2011计划”、“卓越工程师教育培养计划”、“卓越医生教育培养计划”、“国家大学生创新性实验计划”，入选“111计划”、“海外高层次人才引进计划”、“中非高校20+20合作计划”、“国家建设高水平大学公派研究生项目”。,suzhou university,soochow university referred to as soochow university is located in the historical and cultural city of suzhou it is a key university under the national 211 project it is a university jointly built by the state administration of science technology and industry for national defense and the peoples government of jiangsu province it is a national double first class world class university a discipline building university a national pilot university for the comprehensive reform of doctoral education a key comprehensive university in jiangsu province and one of the first batch selected for the 2011 plan excellent engineer education and training plan excellent doctor education and training plan and national college student innovation experimental plan and was selected into the 111 plan the overseas high level talent introduction plan the china africa university 2020 cooperation plan and the national high level university publicly sponsored graduate program
S_ustc,中国科学技术大学,中国科学技术大学（University of Science and Technology of China），简称“中国科大”，位于安徽省合肥市，由中国科学院直属，中央直管副部级建制，位列“双一流”、“211工程”、“985工程”，入选“珠峰计划”、“111计划”、“2011计划”、“中国科学院知识创新工程”,university of science and technology of china,the university of science and technology of china referred to as ustc is located in hefei city anhui province it is directly under the chinese academy of sciences and directly under the central government at the deputy ministerial level it ranks among the double first class and 211 project  985 project selected into the everest plan 111 plan 2011 plan knowledge innovation project of the chinese academy of sciences
S_ZAFU,浙江农林大学,浙江农林大学（Zhejiang A&F University），简称“浙农林大”，是浙江省唯一的省属本科农林类高校，是浙江省人民政府和中华人民共和国国家林业局共建高校，浙江省重点建设高校，入选国家 “111计划”、“卓越农林人才教育培养计划” ，获批浙江省属高校首个国家重点实验室、CDIO工程教育联盟成员单位、连续七年获得省科学技术一等奖。,zhejiang agriculture and forestry university,zhejiang af university referred to as zhejiang af university is the only provincial undergraduate agriculture and forestry university in zhejiang province it is a university jointly built by the peoples government of zhejiang province and the state forestry administration of the peoples republic of china it is a key university in zhejiang province selected into the national 111 plan and excellent agricultural and forestry talents education and training plan approved as the first national key laboratory in colleges and universities in zhejiang province a member unit of the cdio engineering education alliance and won the first prize of the provincial science and technology award for seven consecutive years
S_GDUT,广东工业大学,广东工业大学（Guangdong University of Technology），简称广工大，位于广州，始建于1958年，是广东省人民政府重点建设的省属重点大学、广东省“211工程”、广东省高水平大学、广东省高水平理工科大学，入选国家“111计划”、首批新工科研究与实践项目、卓越工程师教育培养计划、首批“中国制造2025”国家试点示范基地、首批深化创新创业教育改革示范高校、全国大学生创业示范园、金砖国家智库合作中方理事会副理事长单位，是国际设计艺术院校联盟、大学通识教育联盟、粤港澳高校联盟、粤港澳大湾区科技协同创新联盟主要成员，是以工为主，多学科协调发展的综合性研究型大学。,guangdong university of technology,guangdong university of technology referred to as guangdong university of technology is located in guangzhou it was founded in 1958 it is a provincial key university under the focus of the guangdong provincial peoples government guangdong provinces 211 project guangdong province high level university guangdong province provincial high level science and engineering university selected into the national 111 plan the first batch of new engineering research and practice projects the outstanding engineer education and training plan the first batch of made in china 2025 national pilot demonstration base the first batch of demonstration universities to deepen innovation and entrepreneurship education reform  national college student entrepreneurship demonstration park vice chairman unit of the chinese council for brics think tank cooperation and is a major member of the international design and art college alliance the university general education alliance the guangdong hong kong macao university alliance and the guangdong hong kong macao greater bay area science and technology collaborative innovation alliance  is a comprehensive research university with an emphasis on engineering and coordinated development of multiple disciplines
S_UIR,国际关系学院,国际关系学院（University of International Relations），简称“国关”，地处北京市西郊风景区，由中华人民共和国教育部直属，为财政部6所“小规模试点高校“之一，是以外语、国际问题为教学科研的全国重点大学。,school of international relations,the university of international relations referred to as guoguan is located in the scenic area in the western suburbs of beijing it is directly under the ministry of education of the peoples republic of china and is one of the six small scale pilot universities established by the ministry of finance it is a foreign language  a national key university for teaching and research on international issues
S_XAAU,西安航空学院,西安航空学院（Xi’an Aeronautical University）位于世界历史名城古都西安，是一所以工科为主、多学科协调发展的全日制普通高等学校。,xi'an aviation university,xian aeronautical university is located in xian the ancient world famous historical city it is a full time general institution of higher learning that focuses on engineering and coordinates the development of multiple disciplines
S_UC BerkeleyX,加州大学伯克利分校,"加州大学伯克利分校（University of California, Berkeley），简称伯克利，位于美国旧金山湾区伯克利市，是世界著名公立研究型大学、在学术界享有盛誉[1-5]  ，位列2016年ARWU世界大学学术排名世界第3[1]  、U.S. News世界大学排名世界第4[5]  。","university of california, berkeley",the university of california berkeley referred to as berkeley is located in berkeley san francisco bay area usa it is a world renowned public research university with a high reputation in academia 1 5 it ranks among the 2016 arwu world university academics ranked 3rd in the world1 and 4th in the world by us news world university5
S_QHU,青海大学,青海大学（Qinghai university），简称青大，是位于青海省省会——“夏都”西宁市北郊，始建于1958年，[1]  是清华大学、西北农林科技大学、中国地质大学等国家重点高校对口支援，教育部和青海省共同建设的“211工程”大学[2-3]  ，国家“双一流”世界一流学科建设高校，国家“中西部高校综合实力提升工程”14所重点建设大学之一,qinghai university,qinghai university referred to as qingda for short is located in the northern suburbs of xining city the capital of qinghai province the xia capital it was founded in 1958 1 it is a national university of tsinghua university northwest agriculture and forestry university china university of geosciences etc counterpart support for key universities 211 project universities jointly constructed by the ministry of education and qinghai province 2 3 national double first class world class discipline construction universities and 14 key construction universities of the national central and western universities comprehensive strength enhancement project one
S_UC_BerkeleyX,加州伯克利大学,"加州大学伯克利分校（University of California, Berkeley），简称伯克利，位于美国旧金山湾区伯克利市，是世界著名公立研究型大学、在学术界享有盛誉[1-5]  ，位列2016年ARWU世界大学学术排名世界第3[1]  、U.S. News世界大学排名世界第4[5]  。","university of california, berkeley",the university of california berkeley referred to as berkeley is located in berkeley san francisco bay area usa it is a world renowned public research university with a high reputation in academia 1 5 it ranks among the 2016 arwu world university academics ranked 3rd in the world1 and 4th in the world by us news world university5
S_NIU,台湾宜兰大学,国立宜兰大学 (英语:National Ilan University) 简称宜大，是一所位于台湾北部宜兰县的国立大学。最早为1926年日治时期创立的“台北州立宜兰农林学校”。宜大配合宜兰县政府推动发展无污染科技产业，也与当地企业展开产学合作。,"yilan university, taiwan",national ilan university english national ilan university referred to as yida is a national university located in yilan county in northern taiwan the earliest institution was the taipei state yilan agriculture and forestry school founded in 1926 during the japanese occupation yida cooperates with the yilan county government to promote the development of pollution free technology industries and also conducts industry university cooperation with local companies
S_EST,电子科技大学,电子科技大学（University of Electronic Science and Technology of China）坐落于四川省会成都市，直属中华人民共和国教育部，由教育部、工业和信息化部、四川省和成都市共建。位列“世界一流大学和一流学科”、“985工程”、“211工程”，入选2011计划、111计划、卓越工程师教育培养计划、国家建设高水平大学公派研究生项目、中国政府奖学金来华留学生接收院校、全国深化创新创业教育改革示范高校，两电一邮成员。是一所完整覆盖整个电子类学科，以电子信息科学技术为核心，以工为主，理工渗透，理、工、管、文、医协调发展的多科性研究型全国重点大学，被誉为“中国电子类院校的排头兵”。,university of electronic science and technology of china,the university of electronic science and technology of china is located in chengdu the capital of sichuan province it is directly under the ministry of education of the peoples republic of china and is jointly established by the ministry of education the ministry of industry and information technology sichuan province and chengdu city ranked among the worlds first class universities and first class disciplines 985 project and 211 project selected into the 2011 plan the 111 plan the outstanding engineer education and training plan the national high level university postgraduate program and the chinese government scholarship to accept international students in china colleges and universities national demonstration colleges and universities for deepening innovation and entrepreneurship education reform members of two e mails and one post it is a multidisciplinary research oriented national key university that completely covers the entire electronic disciplines with electronic information science and technology as the core engineering as the main focus science and engineering as the infiltration and the coordinated development of science engineering management liberal arts and medicine it is known as the vanguard of chinas electronics colleges
S_zjfc,浙江农林大学,浙江农林大学是浙江省唯一的省属本科农林类高校，是浙江省人民政府和国家林业局共建高校，第二批省重点建设高校，获批浙江省属高校首个国家重点实验室、连续七年获得省科学技术一等奖。,zhejiang agriculture and forestry university,zhejiang af university is the only provincial undergraduate agriculture and forestry university in zhejiang province it is a university jointly built by the zhejiang provincial peoples government and the state forestry administration it is the second batch of provincial key construction universities and has been approved as the first national key laboratory and continuous university in zhejiang province won the first prize of provincial science and technology award in seven years
S_ACCA_X,特许公认会计师公会,特许公认会计师公会(The Association of Chartered Certified Accountants，简称ACCA)成立于1904年，是世界上领先的专业会计师团体。英国立法许可ACCA会员从事审计、投资顾问和破产执行的工作，但在中国只有中国注册会计师（CICPA）获得法律认可。,association of chartered certified accountants,the association of chartered certified accountants acca was founded in 1904 and is the worlds leading professional accountant group british legislation allows acca members to engage in auditing investment advisory and bankruptcy enforcement work but in china only the chinese certified public accountants cicpa are legally recognized
S_gmc,贵州医科大学,贵州医科大学（Guizhou Medical University，GMU），简称贵医大，是国家“中西部高校基础能力建设工程”实施高校，贵州省属重点高等院校，贵州省唯一医学博士学位授予单位，“卓越医生教育培养计划”试点高校，“临床医学硕士专业学位”试点工作单位，全国来华留学质量认证试点院校，临床医学硕士专业学位研究生培养模式改革试点高校，首批高等学校科技成果转化和技术转移基地。,guizhou medical university,guizhou medical university gmu referred to as guizhou medical university is a university implementing the national basic capacity building project for central and western universities a key higher education institution in guizhou province the only medical doctorate granting unit in guizhou province and excellent doctor education training plan pilot universities clinical medicine masters professional degree pilot work units national study abroad quality certification pilot universities in china clinical medicine masters professional degree postgraduate training model reform pilot universities the first batch of scientific and technological achievements transformation and technology transfer bases in colleges and universities 
S_gztrc,铜仁学院,铜仁学院，位于贵州省铜仁市，是一所省属的全日制普通本科院校，国家首批卓越农林人才教育培养计划改革试点高校。学校前身系1920年成立的铜仁明德中学，1978年，成立铜仁师范专科学校；1993年，铜仁地区教育学院并入，更名铜仁师范高等专科学校；2006年，学校升格为全日制本科院校，并更名为铜仁学院。,tongren university,tongren university located in tongren city guizhou province is a provincial full time general undergraduate college and one of the first batch of national pilot universities for the reform of the education and training plan for outstanding agricultural and forestry talents the schools predecessor was tongren mingde middle school established in 1920 in 1978 tongren normal college was established in 1993 tongren regional education college was merged and renamed tongren normal college in 2006 the school was upgraded to a full time undergraduate college and changed its name to tongren college
S_NWPU,西北工业大学,西北工业大学（Northwestern Polytechnical University）简称“西工大”，位于古都西安，直属中华人民共和国工业和信息化部，中央直管副部级建制，是中国唯一一所以同时发展航空、航天、航海（三航）工程教育和科学研究为特色的全国重点大学，世界一流大学建设高校A类，“985工程”、“211工程”重点建设高校；入选2011计划、111计划、卓越工程师教育培养计划、国家大学生创新性实验计划、新工科研究与实践项目、国家建设高水平大学公派研究生项目、中国政府奖学金来华留学生接收院校；卓越大学联盟、中俄工科大学联盟、中俄交通大学联盟、中英大学工程教育与研究联盟、“一带一路”航天创新联盟牵头成员，学位授权自主审核单位，欧盟QB50项目亚洲区唯一发起单位与亚洲区总协调单位。,northwestern polytechnical university,northwestern polytechnical university northwestern polytechnical university referred to as northwestern polytechnical university is located in the ancient capital of xian it is directly under the ministry of industry and information technology of the peoples republic of china and directly under the central government at the deputy ministerial level it is the only university in china that simultaneously develops aviation aerospace and navigation three it is a national key university featuring aviation engineering education and scientific research a category a world class university construction university a key construction university of 985 project and 211 project selected into the 2011 plan the 111 plan the outstanding engineer education and training plan and the national college student innovative experimental plans new engineering research and practice projects nationally sponsored graduate programs for high level universities chinese government scholarship receiving institutions for international students in china alliance of excellent universities alliance of sino russian engineering universities alliance of sino russian jiaotong universities sino british university it is a leading member of the engineering education and research alliance and the belt and road aerospace innovation alliance an independent review unit for degree authorization the only initiator of the eu qb50 project in asia and the general coordination unit in asia
S_FJTCM,福建中医药大学,福建中医药大学（Fujian University of Traditional Chinese Medicine） 是福建省一流大学和一流学科建设高校、福建省重点建设高校、国家“卓越医生（中医）教育培养计划”改革试点高校、教育部本科教学工作水平评估优秀学校、国家级大学生创新创业训练计划项目实施学校。学校是中国内地第一所招收台湾学生的中医药院校。,fujian university of traditional chinese medicine,fujian university of traditional chinese medicine is a first class university and a first class discipline construction university in fujian province a key construction university in fujian province a pilot university for the reform of the national excellent doctors traditional chinese medicine education and training plan and an undergraduate teaching level of the ministry of education evaluate excellent schools and implement schools of the national college student innovation and entrepreneurship training program the school is the first traditional chinese medicine school in mainland china to recruit taiwanese students
S_PekingX,北京大学,简介：北京大学，简称“北大”，诞生于1898年，初名京师大学堂，是中国近代第一所国立大学，也是最早以“大学”之名创办的学校，其成立标志着中国近代高等教育的开端。,beijing university,introduction peking university referred to as peking university was born in 1898 it was originally named beijing university of science and technology it is the first national university in modern china and the first school founded in the name of university its establishment marks the beginning of modern higher education in china the beginning of
S_BJTU,北京交通大学,北京交通大学（Beijing Jiaotong University）位于中国首都北京，是教育部直属高校，由教育部、中国铁路总公司、北京市共建的全国重点大学；是国家“211工程”、“985工程优势学科创新平台”、“2011计划”、“111计划”、“卓越工程师教育培养计划”项目建设高校，是国家“双一流”世界一流学科建设高校，是北京高科大学联盟、中俄交通大学联盟成员高校，是具有研究生院的全国首批博士、硕士学位授予高校，入选“国家建设高水平大学公派研究生项目“、”海外高层次人才引进计划”。学校形成了以信息、管理等学科为优势，以交通科学与技术为特色，工、管、经、理、文、法、哲等多学科协调发展的完备的学科培养体系。,beijing jiaotong university,beijing jiaotong university is located in beijing the capital of china it is a university directly under the ministry of education and a national key university jointly built by the ministry of education china railway corporation and beijing municipality it is a national 211 project and 985 project advantageous discipline innovation platform 2011 plan 111 plan and excellent engineer education and training plan project construction universities it is a national double first class world class discipline construction university it is a member university of the beijing high tech university alliance and the china russia jiaotong university alliance it is one of the first universities in the country to grant doctoral and masters degrees with a graduate school and was selected into the nationally sponsored postgraduate program for building high level universities and the overseas high level talent introduction plan the school has formed a complete discipline training system with the advantages of information management and other disciplines transportation science and technology as its characteristics and the coordinated development of engineering management economics science liberal arts law philosophy and other disciplines
S_GYCTCM,贵州中医药大学,贵州中医药大学位于贵州省贵阳市，是贵州省人民政府举办的全日制普通高等学校，是国家中医药管理局和贵州省人民政府共建高校、卓越中医师教育培养计划改革试点高校、贵州省重点支持建设高校。,guizhou university of traditional chinese medicine,guizhou university of traditional chinese medicine is located in guiyang city guizhou province it is a full time general institution of higher learning organized by the guizhou provincial peoples government it is a university jointly established by the state administration of traditional chinese medicine and the guizhou provincial peoples government a pilot university for the reform of the excellent traditional chinese medicine practitioner education and training plan and a pilot university for the reform of the guizhou provincial peoples government focus on supporting the construction of colleges and universities
S_DelftX,荷兰代尔夫特理工大学,代尔夫特理工大学（Technische Universiteit Delft）位于荷兰代尔夫特市，是荷兰历史最悠久、规模最大、专业涉及范围最广、最具有综合性的理工大学，其专业几乎涵盖了所有的工程科学领域。被誉为“欧洲的麻省理工”，是世界顶尖理工大学之一。其高质量的教学、科研水平在荷兰国内和国际都具有极高的知名度， 其航空工程，电子工程，水利工程，化学工程，土木建筑等学科在世界上都具有领先地位和卓越声望。,delft university of technology,technische universiteit delft is located in delft the netherlands it is the oldest largest most comprehensive and most comprehensive technical university in the netherlands its majors cover almost all engineering fields scientific field known as the mit of europe it is one of the worlds top technical universities its high quality teaching and scientific research have a high reputation in the netherlands and internationally its aeronautical engineering electronic engineering hydraulic engineering chemical engineering civil architecture and other disciplines have a leading position and outstanding reputation in the world
