id,name,about,id_trans,name_trans,about_trans
T_张成立,张成立,张成立（1980-）男，讲师，研士研究生，教龄9年，主要从事《消防燃烧学》、《化学基础》、《危险化学品安全管理基础》等课程的教学与研究。,t_zhang established,zhang chengli,zhang chengli 1980  male lecturer graduate student has taught for 9 years mainly engaged in the teaching and research of firefighting and combustion science basics of chemistry basics of safety management of hazardous chemicals and other courses
T_董晨,董晨,"1989年武汉大学本科毕业后赴美留学，分别师从Max Cooper和Richard Flavell教授，曾任美国得克萨斯大学MD Anderson 癌症中心免疫学系终身讲席教授、炎症与肿瘤中心主任。 2013年获千人计划回国工作，现任清华大学医学院教授，常务副院长，清华大学免疫学研究所所长, 清华大学-北京大学生命联合中心副主任。董教授20多年来主要致力于免疫学的研究，重点探讨免疫应答的分子调控机制以及免疫疾病的发病机理。董晨教授在Th17细胞的分化、调节和功能研究方面进行了大量的工作, 是该领域的奠基者和研究权威之一。在Tfh和Tfr细胞的发现和研究中，董晨实验室做了开创性贡献。董晨教授领导的团队在免疫耐受调节分子机制做了重要研究，并探讨了MAP激酶和泛素化信号系统在免疫系统的重要调节作用和机理。董晨教授目前已发表论文近180余篇，被Thomson Reuters 评为Highly Cited Researcher。董晨教授2009年被美国免疫学家协会授予BD Bioscience 研究者奖,并于2011年被选为美国科学促进会会士（AAAS Fellow）。",t_dong chen,dong chen,after graduating from wuhan university in 1989 he went to the united states to study under professors max cooper and richard flavell respectively he served as a tenured chair professor in the department of immunology and director of the inflammation and tumor center at the university of texas md anderson cancer center in 2013 he was awarded the thousand talents program and returned to work in china he is currently a professor and executive vice dean of tsinghua university school of medicine director of the institute of immunology of tsinghua university and deputy director of the tsinghua university peking university joint center for life professor dong has been focusing on the research of immunology for more than 20 years focusing on exploring the molecular regulatory mechanism of immune response and the pathogenesis of immune diseases professor dong chen has done a lot of work on the differentiation regulation and function of th17 cells and is one of the founders and research authorities in this field in the discovery and research of tfh and tfr cells dong chens laboratory made pioneering contributions the team led by professor dong chen has done important research on the molecular mechanism of immune tolerance regulation and explored the important regulatory role and mechanism of map kinase and ubiquitination signaling systems in the immune system professor dong chen has published nearly 180 papers and was rated as highly cited researcher by thomson reuters professor dong chen was awarded the bd bioscience investigator award by the american association of immunologists in 2009 and was elected as a fellow of the american association for the advancement of science aaas fellow in 2011
T_蒋祥林,蒋祥林,复旦大学经济学院金融学副教授，研究领域为金融工程与金融风险管理、资本市场理论与实证。2011年在美国马里兰大学做访问学者一年。主持各类科研课题12项，其中国家自然科学基金项目2项，教育部人文社会科学项目1项，上海市哲学社会科学项目1项，上海市浦江人才项目1项，中国证券业协会重点咨询课题4项，其他企业咨询课题3项。已经在《European Journal of Operational Research》、《complexity》、《Applied Energy》、《Energy》、《管理科学学报》、《系统工程学报》、《系统管理学报》、《系统工程理论与实践》、《系统工程》、《国际金融研究》等国内外刊物上发表论文40余篇。,t_jiang xianglin,jiang xianglin,associate professor of finance at the school of economics fudan university his research fields include financial engineering and financial risk management and capital market theory and practice in 2011 he worked as a visiting scholar at the university of maryland in the united states for one year hosted 12 scientific research projects of various types including 2 national natural science foundation projects 1 humanities and social sciences project of the ministry of education 1 shanghai philosophy and social sciences project 1 shanghai pujiang talent project and key consulting projects of the securities association of china 4 items and 3 items on other corporate consulting topics already published in european journal of operational research complexity applied energy energy journal of management science journal of systems engineering journal of systems management systems engineering theory and practice  he has published more than 40 papers in domestic and foreign publications such as systems engineering and international financial research
T_甄小丽,甄小丽,甄小丽，女，蒙古族，无党派，1981年9月出生在内蒙古赤峰市。2005年7月毕业于内蒙古农业大学取得工学学士学位，2008年7月毕业于内蒙古农业大学取得工学硕士学位，同年10月来到内蒙古建筑职业技术学院工作，现在建筑工程学院主讲《土力学与地基基础》、《建筑材料》、《建筑法规》等课程。工作以来编写教材2部，发表论文8篇，参与了《土力学与地基基础》、《建筑法规》两门课程的自治区级精品课建设。参与科研项目3个，同时协助学院管理土工实训室工作。2011年评为讲师，2013年评为工程师。,t_zhen xiaoli,zhen xiaoli,zhen xiaoli female mongolian independent born in september 1981 in chifeng city inner mongolia he graduated from inner mongolia agricultural university with a bachelors degree in engineering in july 2005 he graduated from inner mongolia agricultural university with a masters degree in engineering in july 2008 in october of the same year he came to work at inner mongolia vocational and technical college of architecture now he teaches soil mechanics and foundation at the college of architectural engineering basics building materials building regulations and other courses since starting work he has written 2 textbooks published 8 papers and participated in the construction of autonomous region level quality courses for soil mechanics and foundation foundation and building regulations participated in 3 scientific research projects and assisted the college in managing the geotechnical training room he was named a lecturer in 2011 and an engineer in 2013
T_郑莉,郑莉,郑莉，博士，哈尔滨工程大学社会学系教授，博士生导师，人文社会科学学院院长。主要研究方向是西方社会理论与文化社会学，主讲课程包括《古典社会学理论》、《当代西方社会学理论》等。,t_zheng li,zheng li,zheng li phd is a professor in the sociology department of harbin engineering university doctoral supervisor and dean of the school of humanities and social sciences his main research directions are western social theory and cultural sociology and his main courses include classical sociological theory contemporary western sociological theory etc
T_黄智勇,黄智勇,重庆大学电子工程系副教授，重庆大学国家级电子技术系列课程主讲教师。,t_huang zhiyong,huang zhiyong,associate professor in the department of electronic engineering chongqing university and lecturer in the national electronic technology series courses of chongqing university
T_张跃,张跃,东莞纺织服装学校平面媒体印制技术专业讲师，毕业于天津科技大学，工学学士学位。主讲《印刷色彩》等课程。校名班主任工作室成员，担任班主任工作多年，始终秉持精准育人，因才施教的理念去关爱每一位学生，多次被评为先进班主任。,t_zhang yue,zhang yue,lecturer in print media printing technology at dongguan textile and clothing school he graduated from tianjin university of science and technology with a bachelors degree in engineering lectures on printing color and other courses a member of the schools famous class teacher studio he has worked as a class teacher for many years he always adheres to the concept of educating people accurately and teaching students according to their talents to care for every student he has been rated as an advanced class teacher many times
T_瞿林东,瞿林东,北京师范大学历史学院教授。长期从事史学理论与史学史方面研究，在中国史学史领域有所建树，所著《唐代史学论稿》、《中国史学史纲》曾先后获得北京市哲学社会科学优秀成果二等奖。为博士生讲授中国古代历史理论、中国古代史学理论、中国古代史学批评、中国史学史、中国史学名著研读等课程。瞿林东老师负责第二部分“白寿彝的史学成就和治学风格”的讲授工作。,t_qu lindong,qu lindong,professor at the school of history at beijing normal university he has been engaged in research on historical theory and history for a long time and has made great achievements in the field of chinese historiography his works tang dynasty historiography and chinese historiography have won the second prize for outstanding achievements in philosophy and social sciences in beijing teach doctoral students courses on ancient chinese historical theory ancient chinese historical theory ancient chinese historical criticism chinese historical history and the study of chinese historical masterpieces teacher qu lindong is responsible for teaching the second part of bai shouyis historical achievements and scholarly style
T_赵冬梅,赵冬梅,赵冬梅，心理学博士、教育学博士后，美国马里兰大学儿童、关系和文化研究中心Kenneth h. Rubin实验室访问学者。中南民族大学应用心理学系副教授，硕士生导师。曾获“武汉市第十二次社会科学优秀成果”优秀奖，湖北省第六届教育科学研究优秀成果奖一等奖。,t_zhao dongmei,zhao dongmei,zhao dongmei phd in psychology postdoctoral in education is a visiting scholar in the kenneth h rubin laboratory of the center for research on children relationships and culture at the university of maryland usa associate professor and masters tutor in the department of applied psychology south central university for nationalities he won the 12th wuhan city outstanding social science achievements excellence award and the 6th hubei province educational science research outstanding achievements award
T_张超,张超,张超，硕士，讲师。2014年7月获西安建筑科技大学结构工程硕士学位；2014年7月至今就职于陕西工业职业技术学院土木工程学院。承担《钢筋混凝土与砌体结构》、《高层建筑施工》等课程的教学工作。主持校级科研课题1项，发表论文8篇，其中中文核心论文1篇；主编和参编教材3本。获得教育部在线教育研究中心2018年度智慧教学之星；2017年全国职业院校信息化教学大赛信息化教学设计二等奖；2017年陕西省职业院校信息化教学大赛信息化教学设计一等奖；2018年陕西省职业院校信息化教学大赛课堂教学一等奖；2018年被评为学校优秀教师。,t_zhang chao,zhang chao,zhang chao masters degree lecturer obtained a masters degree in structural engineering from xian university of architecture and technology in july 2014 has been working at the school of civil engineering of shaanxi industrial vocational and technical college since july 2014 responsible for teaching courses such as reinforced concrete and masonry structure and high rise building construction hosted 1 school level scientific research project published 8 papers including 1 chinese core paper and edited or participated in the editing of 3 textbooks won the 2018 smart teaching star from the online education research center of the ministry of education the second prize in the information teaching design in the 2017 national vocational college information teaching competition the first prize in the information teaching design in the 2017 shaanxi provincial vocational college information teaching competition  first prize for classroom teaching in the 2018 shaanxi provincial vocational college information teaching competition in 2018 he was named the schools outstanding teacher
T_梁伟,梁伟,华通国际副总裁，总规划师，规划设计院院长。博士，高级城市规划师，注册规划师。1999年毕业于清华大学城市规划与设计专业，获得博士学位。1999-2014年任北京市清华城市规划设计研究院副院长。加拿大不列颠哥伦比亚大学及美国麻省理工学院访问学者。曾任丹麦阿胡思建筑学院荣誉教授。2014年至今任华通设计顾问工程有限公司副总裁，总规划师，规划设计院院长。长期从事城市规划编制研究工作，在产业园区规划方面具有丰富的实践经验，曾主持过中关村西区修建性详细规划、中关村国家自主创新示范区控制性详细规划及大量产业园区的规划设计，在城市总体规划、控制性详细规划、修建性详细规划、城市设计、园区生态规划等领域均有突出的业绩。曾多次获得国际、国家级、省部级奖项。,t_liang wei,liang wei,vice president chief planner and dean of the planning and design institute of huatong international doctorate senior urban planner registered planner graduated from tsinghua university in 1999 majoring in urban planning and design with a doctorate degree from 1999 to 2014 he served as deputy director of beijing tsinghua urban planning and design institute visiting scholar at the university of british columbia in canada and the massachusetts institute of technology in the united states he was an honorary professor at the ahus school of architecture in denmark from 2014 to present he serves as vice president chief planner and dean of the planning and design institute of huatong design consulting engineering co ltd he has been engaged in urban planning preparation and research work for a long time and has rich practical experience in industrial park planning he has presided over the constructive detailed planning of zhongguancun west district the controlled detailed planning of zhongguancun national independent innovation demonstration zone and the planning and design of a large number of industrial parks in the overall city it has outstanding achievements in the fields of planning regulatory detailed planning constructive detailed planning urban design and park ecological planning he has won many international national provincial and ministerial awards
T_孟振华,孟振华,孟振华，南京大学哲学系犹太和以色列研究所副教授、硕士生导师。北京大学文学学士，香港中文大学哲学博士。加拿大阿尔伯塔大学客座教授（2009-2010），美国哈佛大学访问学者（2014-2015），江苏省第五期“333高层次人才”。曾获中国银行奖教金（2011）、中国银行青年教学成果奖（2014）。主要从事犹太文化研究，出版著作、译著、编著5部，发表中英文论文多篇。,t_meng zhenhua,meng zhenhua,meng zhenhua is an associate professor and masters tutor at the institute of judaism and israel department of philosophy nanjing university bachelor of arts from peking university and doctor of philosophy from the chinese university of hong kong visiting professor at the university of alberta in canada 2009 2010 visiting scholar at harvard university in the united states 2014 2015 and the fifth batch of 333 high level talents in jiangsu province he has won the bank of china teaching scholarship 2011 and the bank of china youth teaching achievement award 2014 mainly engaged in research on jewish culture he has published translated and edited 5 books and many papers in chinese and english
T_申林方,申林方,"博士, 主要从事岩体化学风化、结构面多场耦合、隧道长期沉降以及格子Boltzmann算法等方面的研究。在行业主流期刊发表论文十余篇，担任国内外多个杂志的审稿人。",t_shen linfang,shen linfang,phd mainly engaged in research on chemical weathering of rock mass multi field coupling of structural surfaces long term settlement of tunnels and lattice boltzmann algorithm he has published more than ten papers in mainstream industry journals and serves as a reviewer for many domestic and foreign magazines
T_张赟,张赟,张赟，法学硕士，军事教研室助教，主讲《国防教育》课程。,t_zhang yun,zhang yun,zhang yun master of laws is a teaching assistant in the military teaching and research section and teaches the course national defense education
T_刘强,刘强,刘  强  副教授       课程主讲教师  负责课程设计、录制视频、指导教学运行,t_liu qiang,liu qiang,liu qiang associate professor course lecturer responsible for course design video recording and guidance of teaching operations
T_李开孟,李开孟,中国国际工程咨询公司研究中心主任，中国技术经济学会副理事长，研究员，享受国务院特殊津贴专家，联合国欧经会（UNECE）公私伙伴（PPP）专家组成员、城市轨道交通PPP国际标准研究项目组组长，国家发展改革委PPP专家委员会委员，国务院国资委中央企业智库联盟研究员，清华大学PPP研究中心专家委员会委员，国家公派赴美国斯坦福大学访问学者，中国人民大学人口资源环境经济学专业经济学博士。拥有注册会计师、咨询工程师（投资）、监理工程师、资产评估师、美国项目管理学会专业项目管理师（PMP）、亚洲风险与危机管理协会注册高级企业风险管理师、澳大利亚项目管理协会高级注册项目管理师等执业资质。研究成果获得国务院国资委中央企业青年创新金奖一项、国家发改委等部委优秀研究成果一等奖2项，二等奖5项，三等奖5项，全国工程咨询行业优秀成果奖20余项。,t_li kaimeng,li kaimeng,director of the research center of china international engineering consulting corporation vice chairman of the china society of technical economics researcher expert enjoying special allowances from the state council member of the united nations economic and economic commission for europe unece public private partnership ppp expert group urban rail transit ppp international standard research project team team leader member of the ppp expert committee of the national development and reform commission researcher of the central enterprise think tank alliance of the state owned assets supervision and administration commission of the state council member of the expert committee of the ppp research center of tsinghua university visiting scholar at stanford university in the united states and economics major in population resources and environmental economics at renmin university of china phd he has a certified public accountant a consulting engineer investment a supervision engineer an asset appraiser a professional project manager pmp from the american society for project management a registered senior enterprise risk manager from the asian risk and crisis management association and a senior registered project manager from the australian project management association teacher and other professional qualifications the research results have won one central enterprise youth innovation gold award from the state owned assets supervision and administration commission of the state council two first prizes five second prizes five third prizes for outstanding research achievements from the national development and reform commission and other ministries and commissions and more than 20 national outstanding achievement awards in the engineering consulting industry
T_李红,李红,李红，西安交通大学人文社会科学学院中文系副教授，硕士生导师。主要著作有《中国传统文化精神对和谐社会建设的价值》、《美国高校大学生学业规划概述》、《影响中国传统文化的生态因素分析》、《探析川端康成小说中两性情爱关系的变迁及其原因》《企业慈善:双重底线及其战略性选择——基于企业社会表现视域下的认识》等。,t_li hong,li hong,li hong is an associate professor and masters tutor in the chinese department of the school of humanities and social sciences of xian jiaotong university his major works include the value of chinese traditional cultural spirit to the construction of a harmonious society overview of academic planning for college students in the united states analysis of ecological factors affecting chinese traditional culture analysis of the changes in gender love relationships and their causes in kawabata yasunaris novels corporate philanthropy double bottom line and its strategic choice   understanding from the perspective of corporate social performance etc
T_孙玉敏,孙玉敏,孙玉敏，清华大学美术学院教授，硕士生导师，博士后导师。中国美术家协会理事，中国画学会理事，中国工笔画学会理事，列宾美院特聘教授，吉尔吉斯斯坦共和国总统学院荣誉院士，全国三八红旗手。多年 从事中国画的创作和教学工作，主要代表作品有《天天向上》、《清茶》、《静静的桦林》、《求》等，获得“中国建军六十周年美展”、“中国体育美展”、“首届中国重彩画大展”、“第八届全国美展优秀作品展“、“国际奥林匹克体育与艺术大赛”金奖等国内外艺术大赛十多次奖励。多篇论文发表于《中国画研究》、《美术大观》、《美苑》、《中国画研究通讯》等刊物文集中，出版著作有《孙玉敏作品集》、《埃及浮雕艺术》、《中国古代人物线描丛书•魏晋时期人物线描摹本》、《速写与创作》。2014年在法国巴黎中国文化中心举办“线的艺术——孙玉敏中国画作品展”。2015年3月在意大利佛罗伦萨美蒂奇宫举办“线的艺术——孙玉敏中国画作品展”。2015年7月在日本东京中国文化中心举办“线的艺术——孙玉敏中国画作品展”。,t_sun yumin,sun yumin,sun yumin is a professor at the academy of fine arts tsinghua university a masters tutor and a postdoctoral tutor director of the chinese artists association director of the chinese painting society director of the chinese meticulous painting society distinguished professor of the repin academy of fine arts honorary academician of the presidential academy of the kyrgyz republic and national march 8th red flag bearer he has been engaged in the creation and teaching of chinese painting for many years his main representative works include tian tian shang shang qing tea quiet birch forest qiu etc and won the sixtieth anniversary of the founding of the chinese army art exhibition and china sports art exhibition  the first china heavy color painting exhibition the eighth national art exhibition of outstanding works international olympic sports and art competition gold medal and other domestic and foreign art competitions more than ten awards many papers have been published in chinese painting research art grand view meiyuan chinese painting research newsletter and other publications and published works include sun yumins collection of works egyptian relief art ancient chinese figures line drawing series copies of line drawings of characters in the wei and jin dynasties and sketch and creation in 2014 the art of lines   sun yumins chinese painting exhibition was held at the chinese cultural center in paris france in march 2015 the art of lines   sun yumins chinese painting exhibition was held at palazzo medici in florence italy in july 2015 the art of lines   sun yumins chinese painting exhibition was held at the china cultural center in tokyo japan
T_李铁民,李铁民,"博士，副研究员，博士生导师。讲授课程包括：机械设计基础（1）、机械制图实践、并联机器人，教学效果良好，主讲的“机械设计基础A1”曾4次进入清华大学教学效果评估前5％。2006年获“清华大学第二届青年教师教学基本功比赛”二等奖，2008年获“清华大学青年教师教学优秀奖”。
主要科研方向：并联机器人，机构学，数控技术。已经完成和正在承担的国家级重大科研项目二十余项，发表学术论文60余篇，申报发明专利10余项。2008年获“中国机械工业科学技术发明一等奖”，2011年获“教育部自然科学二等奖”。",t_li tiemin,li tiemin,"doctor associate researcher doctoral supervisor the courses he teaches include mechanical design fundamentals 1 mechanical drawing practice and parallel robots the teaching effect is good the mechanical design fundamentals a1 he teaches has been ranked in the top 5 of tsinghua universitys teaching effect evaluation 4 times in 2006 he won the second prize in the second tsinghua university young teachers basic teaching skills competition and in 2008 he won the tsinghua university young teachers teaching excellence award
main scientific research directions parallel robots mechanics and numerical control technology it has completed and is undertaking more than 20 national level major scientific research projects published more than 60 academic papers and applied for more than 10 invention patents in 2008 he won the first prize of china machinery industry science and technology invention award and in 2011 he won the second prize of natural science award of the ministry of education"
T_戴霞,戴霞,"1991年入职广州暨南大学，现为暨南大学法学院/知识产权学院副教授。
研究方向：国际私法、经济法
学历：毕业于西南政法大学（中国重庆），获法学学士（1988）、法学硕士（1991）、法学博士（2006）。1993年获中国大陆律师资格。
工作成果：专著《市场准入法律制度研究》，主编参编教材六部、发表论文十多篇；主持司法部法治建设与法学研究《房屋按揭法律制度研究》；参与国家级双语课程《英美商法》及主持暨南大学精品课程《国际私法》。曾获暨南大学优秀共产党员、师德标兵等称号。",t_dai xia,dai xia,"he joined jinan university in guangzhou in 1991 and is currently an associate professor at the school of lawintellectual property of jinan university
research directions private international law economic law
education graduated from southwest university of political science and law chongqing china with a bachelor of laws 1988 a master of laws 1991 and a doctor of laws 2006 qualified as a lawyer in mainland china in 1993
work achievements monograph research on the legal system of market access editor in chief and co editor of six textbooks and published more than ten papers presided over the legal construction and legal research of the ministry of justice research on the legal system of housing mortgage participated in the national bilingual course british and american business law  and presided over the premium course private international law at jinan university he has been awarded the title of outstanding communist party member and teachers moral model of jinan university"
T_游利琴,游利琴,"游利琴，讲师，1995年9月—1999年6月 河南师范大学化学教育专业攻读学士学位；1999年9月-2002年3 月浙江大学化学系有机化学专业攻读硕士学位；2002年4月至今河南工业大学化学化工学院工作，兼任学院教学工作办公室主任。
目前，主要从事β-环糊精类化合物的结构修饰与改性。已发表学术论文18篇，其中7篇SCI收录，参与国家自然科学基金项目1项，和河南省科技厅科研项目7项，主持完成河南工业大学科研项目2项。
先后主讲本科生《有机化学》和《有机化学实验》等课程。承担或参与校教改项目5项，参编《有机化学》和《有机化学实验》教材两部。指导学生参加“挑战杯”大学生创新计划竞赛等。
2014年获河南工业大学第三届课堂教学大赛三等奖；2015年第五届河南工业大学教学大赛一等奖；2015年河南工业大学2014-2015年度优秀教育工作者；2016年河南工业大学优秀教学管理工作者。",t_you liqin,you liqin,"you liqin lecturer studied for a bachelors degree in chemical education at henan normal university from september 1995 to june 1999 studied for a masters degree in organic chemistry from the department of chemistry at zhejiang university from september 1999 to march 2002 from april 2002 to present henan industry he works in the school of chemistry and chemical engineering of the university and serves as the director of the teaching office of the university
currently he is mainly engaged in the structural modification and modification of  cyclodextrin compounds he has published 18 academic papers 7 of which are included in sci participated in 1 national natural science foundation project 7 scientific research projects of henan provincial department of science and technology and presided over and completed 2 scientific research projects of henan university of technology
he has taught undergraduate courses such as organic chemistry and organic chemistry experiments undertaken or participated in 5 school education reform projects and participated in the compilation of two textbooks organic chemistry and organic chemistry experiments guide students to participate in the challenge cup college student innovation plan competition etc
won the third prize in the 3rd classroom teaching competition of henan university of technology in 2014 the first prize in the 5th henan university of technology teaching competition in 2015 the 2014 2015 outstanding educator of henan university of technology in 2015 the outstanding educator of henan university of technology in 2016 teaching management workers"
T_梁为,梁为,梁为，广东工业大学讲师，声乐表演硕士。从事声乐/合唱艺术研究。中国教育学会音乐教育专业委员会合唱委员会学术委员、广东省合唱协会理事。中山大学外聘合唱指挥教师。指导学生获全国大学生艺术展演活动表演一、二等奖6项，指导学生参加国内外合唱其他比赛获奖20余项，第七届金钟奖合唱比赛获优秀奖，撰写论文10余篇。,t_liang wei,liang wei,liang wei is a lecturer at guangdong university of technology and holds a masters degree in vocal performance engaged in vocalchoral arts research he is an academic member of the chorus committee of the music education professional committee of the chinese education society and a director of the guangdong provincial chorus association external choral conducting teacher at sun yat sen university he has guided students to win 6 first and second prizes in national college student art exhibitions he has guided students to participate in more than 20 domestic and foreign choral competitions and won more than 20 awards he won the excellence award in the 7th golden bell award chorus competition and wrote more than 10 papers
T_孙天祥,孙天祥,硕士学历，2017年毕业于西安交通大学口腔医院，从研究生期间至今一直从事于牙周病学专业，擅长常见牙体、牙周疾病的诊疗。,t_sun tianxiang,sun tianxiang,masters degree graduated from the stomatological hospital of xian jiaotong university in 2017 he has been engaged in periodontology since his postgraduate period and is good at the diagnosis and treatment of common dental and periodontal diseases
T_王鹏,王鹏,王鹏，硕士，福建西陇生物技术有限公司（福建中医药大学《健康信息学》外聘教师）,t_wang peng,wang peng,wang peng master fujian xilong biotechnology co ltd external teacher of health informatics at fujian university of traditional chinese medicine
T_唐玉海,唐玉海,唐玉海，西安交通大学教授，理学院副院长，原国家教指委委员，中华医学化学会副理事长，陕西省《大学化学》优秀团队负责人。获得“陕西省师德标兵先进个人”、“陕西省教学名师”、“陕西省教学成果奖二等奖”、“陕西省高校科技一等奖”、“陕西省政府科技一等奖”、“中国大学MOOC优秀教师”、“宝钢优秀教师特等奖提名”等。,t_tang yuhai,tang yuhai,tang yuhai is a professor at xian jiaotong university deputy dean of the school of science former member of the national education steering committee vice chairman of the chinese medical chemistry society and leader of the outstanding team of university chemistry in shaanxi province won the title of advanced individual of shaanxi provincial teachers ethics model shaanxi provincial famous teaching teacher second prize of shaanxi provincial teaching achievement award first prize of shaanxi provincial university science and technology award first prize of shaanxi provincial government science and technology award  china university mooc outstanding teacher baosteel outstanding teacher special prize nomination etc
T_范舒欣,范舒欣,范舒欣，女，北京林业大学园林学院植物景观教研室讲师，教授园林植物景观规划、园林植物应用设计、景观生态与修复等多门课程。发表学术论文12篇，其中SCI期刊6篇，中文核心期刊3篇。主持博士后基金项目1项，参加北京市科委重大项目科研项目1项，横向课题15余项。参与《数量化社区管理》与《社区绿化生态效益及其评价》书籍编写。研究与实践领域集中在植物景观规划设计与城市园林生态服务功能，涉及园林植物景观规划设计、绿地生态效益与功能性植物景观，生态规划与植被生态修复等。规划设计实践项目涉及多种类型与尺度，包括城市公共绿地规划设计、城市生物多样性规划、城市生态修复、城市生态空间保护规划以及山地、乡村景观规划等。,t_fan shuxin,fan shuxin,fan shuxin female is a lecturer in the plant landscape teaching and research section of the school of landscape architecture beijing forestry university she teaches many courses such as garden plant landscape planning garden plant application design landscape ecology and restoration etc published 12 academic papers including 6 in sci journals and 3 in chinese core journals hosted 1 postdoctoral fund project participated in 1 major scientific research project of the beijing municipal science and technology commission and more than 15 horizontal topics participated in the compilation of the books quantitative community management and ecological benefits of community greening and its evaluation research and practice areas focus on plant landscape planning and design and urban garden ecological service functions involving garden plant landscape planning and design green space ecological benefits and functional plant landscape ecological planning and vegetation ecological restoration etc planning and design practice projects involve various types and scales including urban public green space planning and design urban biodiversity planning urban ecological restoration urban ecological space protection planning and mountain and rural landscape planning
T_文杰,文杰,西安航空学院人文学院讲师，中科院心理研究所在读博士，主要从事心理学研究与思政学科研究，负责平台维护，参与课程讲授。讲授的内容为。第二章：第四讲《关河锁钥，入赘兵家》；第三章：第一讲《铁马破关，称帝灞上》；第八章：的第一讲《游历西域，醉心石窟》，第二讲《学法归来，声名远扬》，共计4讲。,t_wenjie,wenjie,lecturer at the school of humanities of xian aeronautical university phd candidate at the institute of psychology chinese academy of sciences he is mainly engaged in psychological research and ideological and political research he is responsible for platform maintenance and participates in course teaching the content of the lecture is chapter 2 lecture 4 the key to the guanhe river joining the military strategist chapter 3 lecture 1 breaking through the barrier with an iron horse becoming the emperor ba shang chapter 8 lecture 1 traveling in the western regions fascinated by the grottoes the second lecture is returning from fa study and fame a total of 4 lectures
T_何庆华,何庆华,何庆华  船长/副教授  课程主讲教师,t_he qinghua,he qinghua,he qinghua captainassociate professor course lecturer
T_杨锦,杨锦,杨锦，清华大学化学系工程师。毕业于北京化工大学和清华大学。从事实验教学十余年，曾讲授物理化学实验、无机及分析化学实验；现主讲大学化学实验，讲授无机化学实验。在《Journal of Chemical Education》、《实验技术与管理》等学术期刊上发表多篇教学论文；联合主编《现代化学实验基础（第二版）》（清华大学出版社，2011）。,t_yang jin,yang jin,yang jin is an engineer in the department of chemistry tsinghua university graduated from beijing university of chemical technology and tsinghua university he has been engaged in experimental teaching for more than ten years and has taught physical chemistry experiments inorganic and analytical chemistry experiments now he teaches university chemistry experiments and inorganic chemistry experiments published many teaching papers in academic journals such as journal of chemical education and experimental technology and management co edited basics of modern chemistry experiments second edition tsinghua university press 2011
T_宋陆陆,宋陆陆,4.宋陆陆：讲师，自2011年开始承担北京师范大学体育学院篮球专业必修课和选修课，被评为2013—2014年度北京师范大学“最受本科生欢迎的十佳教师”，主持北京师范大学自主科研基金青年课题两项，参与国家体育总局课题两项，出版专著一本，参编三本北京师范大学校女篮教练员，在科学训练理念指导下，培养了一批优秀运动员，为国家队、国家奥运代表队和各职业队输送了球员。打破了 “体育与教育脱节”的困境途径，为大学生球员的发展提供了新路径。带领北师大女子篮球队取得全国大学生篮球联赛总冠军，2012年中华人民共和国第九届大运会篮球比赛全国冠军，2011、2012、2013、2016获全国大学生篮球联赛（CUBA）冠军，2013年第八届CUBS中国大学生篮球联赛全国冠军。,t_song lulu,song lulu,4 song lulu lecturer since 2011 he has been responsible for the compulsory and elective courses for the basketball major of the school of physical education of beijing normal university he was rated as the top ten most popular teachers for undergraduates at beijing normal university in 2013 2014 he presided over the beijing normal university she has participated in two independent scientific research fund youth projects participated in two national sports general administration projects published one monograph and participated in the compilation of three books beijing normal university womens basketball coach under the guidance of scientific training concepts has cultivated a group of outstanding athletes and provided the national team the national olympic team and various professional teams sent players it breaks the dilemma of disconnection between sports and education and provides a new path for the development of college players led the beijing normal university womens basketball team to win the national university basketball league championship the national championship in the 9th universiade basketball competition of the peoples republic of china in 2012 the national university basketball association cuba championship in 2011 2012 2013 and 2016 and the eighth place in 2013 cubs chinese university basketball league national champion
T_李翔,李翔,武汉理工大学艺术与设计学院产品设计系副教授，设计艺术学硕士、车辆工程工学博士。研究方向为UCD设计、产品品牌创新设计。,t_li xiang,li xiang,associate professor in the product design department of the school of art and design of wuhan university of technology master of arts in design and doctor of engineering in vehicle engineering the research directions are ucd design and product brand innovation design
T_魏涛,魏涛,参与各个知识模块的设计与制作，参与试题库建设。,t_wei tao,wei tao,participate in the design and production of each knowledge module and the construction of the test question bank
T_仵红,仵红,南充职业技术学院艺术系印刷媒体技术讲师、学士，主讲《印刷色彩》《印后加工工艺》等课程。发表专业论文14篇。先后获学院优秀班主任和优秀教师称号、学院科研成果一等奖一次、优秀教案奖一次、优秀课件二等奖一次、微课大赛二等奖一次，获2016年度四川省信息化教学设计大赛三等奖二次。,t_仵红,wu hong,lecturer and bachelor of printing media technology in the art department of nanchong vocational and technical college he teaches courses such as printing color and post press processing technology published 14 professional papers he has won the title of outstanding head teacher and outstanding teacher of the college the first prize of the colleges scientific research achievements the excellent teaching plan award once the second prize of excellent courseware once the second prize of the micro course competition once and the third prize of the 2016 sichuan province information teaching design competition awarded twice
